id,label,mislabel_score,dup_score,ood_score,sample_weight,exclude_reason
train_00089,1,0.5541773223345333,0.7043803930282593,0.7958241758183456,1.0,
train_00090,0,0.2121623598564567,0.7118100762367248,0.6520146520098754,1.0,
train_00091,1,0.038219275347446,0.787650215625763,0.7098901098849093,1.0,
train_00092,1,0.1462311807992297,0.7248631358146667,0.6527472527424708,1.0,
train_00093,0,0.0079923683488775,0.6718145430088043,0.7157509157456722,1.0,
train_00094,0,0.1403878136924171,0.7439879477024078,0.6930402930352159,1.0,
train_00095,0,0.039064675398009,0.6877171635627746,0.6923076923026205,1.0,
train_00096,1,0.7691858360551062,0.7266142904758452,0.6915750915700252,1.0,
train_00097,0,0.0266090417123669,0.6991162240505218,0.893772893766346,1.0,
train_00098,0,0.0345032113510108,0.9777482151985168,0.8835164835100109,1.0,
train_00099,1,0.0688021475768377,0.6997099637985229,0.6893772893722391,1.0,
train_00100,0,0.6658489271749765,0.6842521548271179,0.828644688638618,1.0,
train_00101,0,0.0311751277694879,0.6944783806800843,0.9641025640955012,1.0,
train_00102,0,0.610545917845443,0.6955186069011687,0.6886446886396437,1.0,
train_00103,0,0.1914510583143334,0.7048147022724152,0.7454945054890441,1.0,
train_00104,0,0.335928162998419,0.7292654693126679,0.6864468864418576,1.0,
train_00105,0,0.0112998736386742,0.6926856100559234,0.6857142857092622,1.0,
train_00106,0,0.4866052235121571,0.7327275276184082,0.997802197794888,1.0,ood
train_00107,1,0.1752998443032272,0.6569818198680877,0.6842490842440715,1.0,
train_00108,0,0.3597873291517254,0.6617880880832672,0.6835164835114761,1.0,
train_00109,0,0.6612524346591742,0.7096542418003082,0.6827838827788808,1.0,
train_00110,0,0.0617246937122022,0.7121025025844574,0.6879120879070483,1.0,
train_00111,0,0.0774109825450012,0.7027809143066406,0.695238095233002,1.0,
train_00112,0,0.953637060974614,0.6330120146274567,0.7056410256358562,0.14172664512284738,
train_00113,1,0.3773011855906348,0.7189914226531982,0.6967032966981928,1.0,
train_00114,0,0.0123847117568901,0.6927162945270537,0.8644688644625315,1.0,
train_00115,1,0.1558157748720555,0.9884195744991302,0.9592673992603716,1.0,
train_00116,0,0.193588226247652,0.707887864112854,0.7084249084197185,1.0,
train_00117,1,0.4384787856066816,0.7160059928894043,0.7076923076871232,1.0,
train_00118,0,0.012690258235661,0.6473924279212951,0.8632967032903789,1.0,
train_00119,1,0.7182443854397308,0.6805994212627411,0.7062271062219324,1.0,
train_00120,0,0.0305871857769032,0.6600840508937835,0.7054945054893371,1.0,
train_00121,1,0.8493412779260976,0.707117462158203,0.7047619047567417,0.2355928498665122,
train_00122,0,0.0472664343602833,0.6797778189182282,0.7040293040241463,1.0,
train_00123,0,0.5815373762948606,0.6996807754039764,0.703296703291551,1.0,
train_00124,0,0.0468340430010353,0.9975084722042084,0.9195604395537028,1.0,dup
train_00125,1,0.8754537620862444,0.7000620067119598,0.7018315018263602,0.2120916141223801,
train_00126,0,0.9083309795329734,0.9982364237308502,0.7010989010937649,1.0,dup
train_00127,1,0.0178572415957666,0.6379267215728759,0.7003663003611695,1.0,
train_00128,0,0.9787432373198212,0.669966036081314,0.961904761897715,0.11913108641216097,
train_00129,0,0.0324512491456939,0.7140228688716888,0.8717948717884851,1.0,
train_00130,0,0.0340083020716639,0.7396822571754456,0.6989010988959788,1.0,
train_00131,0,0.010172663481028,0.8005463123321532,0.9164835164768024,1.0,
train_00132,0,0.971618634530504,0.6525631844997406,0.863736263729936,0.12554322892254632,
train_00133,0,0.0100460638886985,0.9752582490444184,0.6820512820462854,1.0,
train_00134,0,0.8765649010443928,0.9807470321655272,0.7202930402877634,0.21109158906004644,
train_00135,1,0.010896816677178,0.9898549139499664,0.6805860805810947,1.0,
train_00136,1,0.2669051574108443,0.673655343055725,0.734432234426854,1.0,
train_00137,0,0.620188756674603,0.6791040480136872,0.6644688644639967,1.0,
train_00138,0,0.0831509702965448,0.686084121465683,0.67340659340166,1.0,
train_00139,1,0.2425746049928596,0.7623801708221436,0.6630036629988059,1.0,
train_00140,1,0.0247124817306476,0.9950235843658448,0.8769230769166526,1.0,
train_00141,0,0.2620082293010727,0.6990603446960448,0.6615384615336152,1.0,
train_00142,1,0.8259635902914559,0.7146310746669768,0.945787545780617,1.0,
train_00143,0,0.4549188585522701,0.7403333365917206,0.6608058608010198,1.0,
train_00144,0,0.2168166708897007,0.7180598318576812,0.6600732600684244,1.0,
train_00145,0,0.049068471661059,0.6835141241550445,0.665201465196592,1.0,
train_00146,0,0.0494183602250537,0.6997016429901123,0.6593406593358291,1.0,
train_00147,0,0.0180049759965342,0.664534443616867,0.749597069591578,1.0,
train_00148,0,0.0074832327837873,0.6957097113132477,0.9296703296635188,1.0,
train_00149,0,0.4098105457535798,0.7265852868556977,0.8099633699574362,1.0,
train_00150,0,0.3738442780724573,0.7102022886276245,0.6556776556728522,1.0,
train_00151,1,0.003437458447365,0.7963168263435363,0.6549450549402569,1.0,
train_00152,1,0.0433736052823082,0.6684472680091857,0.6542124542076615,1.0,
train_00153,1,0.9739010997260354,0.710346794128418,0.6534798534750661,0.12348901024656811,
train_00154,0,0.7416875694072461,0.7126053750514985,0.6586080586032337,1.0,
train_00155,1,0.6678898972536237,0.9580774009227752,0.7523076923021809,1.0,
train_00156,0,0.3049898287838027,0.6696982920169829,0.9523809523739754,1.0,
train_00157,0,0.0310874304663165,0.6996674239635468,0.673260073255141,1.0,
train_00158,1,0.4042391707747469,0.7341990172863007,0.667399267394378,1.0,
train_00159,0,0.0416632525328067,0.9794554591178892,0.8736263736199735,1.0,
train_00160,1,0.916019202751166,0.6834159553050995,0.9597069596999288,0.1755827175239506,
train_00161,1,0.0584171400605483,0.6759725749492644,0.6776556776507132,1.0,
train_00162,0,0.0001615339574696,0.7460627555847168,0.969963369956264,1.0,
train_00163,1,0.2370794711980507,0.6956197440624237,0.9179487179419932,1.0,
train_00164,1,0.2040165623108828,0.7681054592132568,0.6754578754529271,1.0,
train_00165,0,0.3054941014995572,0.6452022969722748,0.9941391941319112,1.0,ood
train_00166,0,0.6313066251432456,0.7207141101360321,0.6798534798484993,1.0,
train_00167,1,0.4397994751064711,0.7020150184631347,0.6739926739877363,1.0,
train_00168,0,0.2619368335795334,0.6801882147789001,0.6725274725225456,1.0,
train_00169,0,0.8528545567225604,0.6269814431667328,0.7359706959653043,0.2324308989496956,
train_00170,0,0.3590247536959041,0.6540865123271942,0.9611721611651196,1.0,
train_00171,0,0.1756588759960606,0.6723801553249359,0.9985347985274834,1.0,ood
train_00172,0,0.6142200486165756,0.6846504867076874,0.6703296703247595,1.0,
train_00173,0,0.037902759979317,0.6828724443912506,0.8974358974293228,1.0,
train_00174,0,0.5616036648353154,0.6844972193241119,0.6688644688595689,1.0,
train_00175,1,0.0003241920600814,0.974965637922287,0.9128205128138256,1.0,
train_00176,1,0.1162230687782149,0.6840940177440643,0.9750915750844316,1.0,
train_00177,1,0.7460625419982758,0.8351031243801117,0.9267399267331377,1.0,
train_00178,0,0.3790054043448163,0.6851664006710052,0.9663003662932872,1.0,
train_00179,0,0.9519437799157816,0.6969991803169251,0.65128205127728,0.14325059807579654,
train_00180,0,0.0600032964591354,0.6797526240348816,0.6505494505446847,1.0,
train_00181,1,0.3886709846870749,0.7164100229740142,0.8871794871729878,1.0,
train_00182,1,0.0090363109423615,0.7113947570323944,0.8052747252688259,1.0,
train_00183,0,0.2559536218022541,0.6628045499324798,0.9501831501761892,1.0,
train_00184,0,0.0393226091577193,0.7051159560680389,0.7010256410205054,1.0,
train_00185,0,0.0943964265620175,0.743977928161621,0.6476190476143032,1.0,
train_00186,0,0.0775944913601259,0.7675568521022796,0.6468864468817078,1.0,
train_00187,1,0.6728401991061765,0.9778392493724822,0.6876923076872697,1.0,
train_00188,1,0.7393809137118008,0.878132688999176,0.626300366295778,1.0,
train_00189,0,0.1069086028017059,0.6969181954860687,0.5743589743547667,1.0,
train_00190,1,0.2686832434763342,0.6820006549358368,0.5736263736221713,1.0,
train_00191,1,0.3286505096648894,0.7020001769065857,0.5663003662962176,1.0,
train_00192,1,0.1953610447149159,0.6882778763771057,0.5091575091537791,1.0,
train_00193,0,0.7877903921808244,0.6548892199993133,0.5084249084211837,1.0,
train_00194,1,0.9223444185226182,0.9762166440486908,0.9472527472458078,0.16989002332964365,
train_00195,0,0.2937848282581494,0.9947195291519164,0.9040293040226812,1.0,
train_00196,0,0.3725467879171898,0.7067195892333984,0.8849816849752017,1.0,
train_00197,0,0.0313533409299938,0.7750839471817017,0.5054945054908023,1.0,
train_00198,1,0.05929361788627,0.708180159330368,0.5106227106189698,1.0,
train_00199,1,0.681024422894686,0.7120087623596192,0.562124542120424,1.0,
train_00200,0,0.6329614845316193,0.6859506964683533,0.8594139194076234,1.0,
train_00201,1,0.4802443317150157,0.664410537481308,0.7402197802143573,1.0,
train_00202,0,0.0093706601492839,0.7019344449043274,0.53113553113164,1.0,
train_00203,0,0.4712591572749183,0.6945850312709808,0.9186813186745884,1.0,
train_00204,0,0.2610095744628662,0.6342796146869659,0.794505494499674,1.0,
train_00205,1,0.997083218992212,0.7163368344306946,0.5564102564061801,0.10262510290700921,
train_00206,1,0.1446742992807053,0.6909059703350067,0.5282051282012586,1.0,
train_00207,0,0.0011475313299488,0.67773557305336,0.5274725274686632,1.0,
train_00208,0,0.901454492889947,0.6785036146640777,0.5267399267360678,0.18869095639904776,
train_00209,0,0.0007392948761582,0.6895225286483764,0.5318681318642354,1.0,
train_00210,0,0.4222523152379839,0.6883666634559631,0.8820512820448202,1.0,
train_00211,1,0.1906206693398107,0.6745181620121001,0.7949450549392312,1.0,
train_00212,0,0.5966512514636423,0.6693698465824127,0.5238095238056865,1.0,
train_00213,0,0.0237434529965979,0.7070064067840576,0.5230769230730911,1.0,
train_00214,1,0.1030188690931833,0.6992381572723388,0.5223443223404957,1.0,
train_00215,0,0.9538052626135114,0.650916588306427,0.8980952380886587,0.14157526364783968,
train_00216,0,0.492856536630272,0.6737961351871491,0.937728937722068,1.0,
train_00217,1,0.0563956603404398,0.6797978401184082,0.520879120875305,1.0,
train_00218,0,0.5747168198969722,0.7148536145687103,0.5201465201427096,1.0,
train_00219,1,0.4620791966449442,0.7482070565223693,0.5135531135493513,1.0,
train_00220,0,0.1951388868559838,0.7020281910896301,0.5179487179449235,1.0,
train_00221,0,0.4823601050964317,0.6639399468898772,0.9230769230701606,1.0,
train_00222,0,0.8704357643398082,0.660433441400528,0.5120879120841606,0.21660781209417257,
train_00223,0,0.001440180688254,0.664948832988739,0.9391941391872588,1.0,
train_00224,0,0.5675378638245664,0.7049559295177459,0.9069597069530626,1.0,
train_00225,0,0.1439680804319998,0.643999207019806,0.5113553113515652,1.0,
train_00226,0,0.9836054763071954,0.7266142904758452,0.7599267399211728,0.11475507132352414,
train_00227,0,0.9443253923297152,0.7121537089347839,0.5098901098863745,0.15010714690325622,
train_00228,0,0.9923978823608266,0.668273115158081,0.5091575091537791,0.106841905875256,
train_00229,0,0.0044878549831133,0.9995814323425292,0.5084249084211837,1.0,
train_00230,1,0.0297917069728385,0.6341523587703705,0.7391941391887238,1.0,
train_00231,1,0.1078867424129333,0.7433456301689148,0.915750915744207,1.0,
train_00232,0,0.5936726817655854,0.7130582988262176,0.5062271062233976,1.0,
train_00233,0,0.1004195781326344,0.7041932761669158,0.8369230769169457,1.0,
train_00234,0,0.114317268465731,0.6922052025794982,0.490842490838895,1.0,
train_00235,1,0.9922028185165164,0.6815374553203583,0.6155311355266262,0.10701746333513529,
train_00236,0,0.3613648162666654,0.7756852090358735,0.6460805860758528,1.0,
train_00237,1,0.0741265585175012,0.6929318845272063,0.5202930402892286,1.0,
train_00238,1,0.9725159516295254,0.6434541344642639,0.991941391934125,1.0,ood
train_00239,0,0.3251452965258118,0.7089667022228241,0.4761904761869877,1.0,
train_00240,0,0.5117399811944503,0.6887033760547638,0.4813186813151552,1.0,
train_00241,1,0.0527940170467784,0.7063218295574187,0.6164835164790001,1.0,
train_00242,0,0.0547365273988701,0.7044771373271942,0.4959706959670625,1.0,
train_00243,0,0.0097248067268433,0.6955070972442627,0.5696703296661563,1.0,
train_00244,1,0.6814431629727229,0.9642677426338196,0.9289377289309236,1.0,
train_00245,1,0.0242997645258494,0.6681694686412811,0.6534065934018066,1.0,
train_00246,0,0.5069234723713557,0.693359625339508,0.5003663003626347,1.0,
train_00247,0,0.2999671994876505,0.6792559802532196,0.6282051282005259,1.0,
train_00248,0,0.9720518401995724,0.6424125373363494,0.498901098897444,0.1251533438203849,
train_00249,0,0.0117767581720227,0.6567914843559265,0.8573626373563563,1.0,
train_00250,0,0.2256369120916871,0.7731444656848907,0.4974358974322532,1.0,
train_00251,0,0.4880267936247773,0.7875812232494355,0.8967032966967275,1.0,
train_00252,0,0.650904101528992,0.6968156397342682,0.5338461538422429,1.0,
train_00253,1,0.3022606463037994,0.6622079551219939,0.4952380952344671,1.0,
train_00254,0,0.6452707272047136,0.6977963745594025,0.9172161172093978,1.0,
train_00255,1,0.0123701231843454,0.96855770945549,0.4937728937692764,1.0,
train_00256,0,0.0113349860059646,0.6886495172977447,0.935531135524282,1.0,
train_00257,1,0.2832134023164978,0.6700782239437103,0.4923076923040857,1.0,
train_00258,0,0.1868517980727189,0.9933545529842376,0.4915750915714903,1.0,dup
train_00259,1,0.8109920360515408,0.6686717927455902,0.490842490838895,1.0,
train_00260,0,0.182996856551312,0.6941844403743744,0.6780219780170108,1.0,
train_00261,1,0.923020252112808,0.9794554591178892,0.8607326007262951,0.1692817730984728,
train_00262,0,0.9438436295181,0.7023861885070801,0.5333333333294261,0.15054073343371,
train_00263,1,0.9726175481384852,0.7046310484409333,0.5340659340620215,0.12464420667536324,
train_00264,1,0.1157332988598728,0.6948328375816345,0.575091575087362,1.0,
train_00265,0,0.2437606414797062,0.7279501080513,0.5743589743547667,1.0,
train_00266,0,0.3604695229328298,0.9604945302009582,0.5736263736221713,1.0,
train_00267,0,0.6782173827227022,0.7127416610717774,0.6720146520097288,1.0,
train_00268,1,0.1572335316205358,0.6790646314620972,0.6768498168448582,1.0,
train_00269,0,0.7088383833340292,0.6889776825904845,0.8739926739862712,1.0,
train_00270,0,0.4125680072805797,0.800533777475357,0.5706959706917898,1.0,
train_00271,0,0.6897557341886352,0.672514796257019,0.5758241758199574,1.0,
train_00272,1,0.319835181848849,0.7055285036563873,0.5699633699591945,1.0,
train_00273,1,0.9821273670799566,0.6870073795318603,0.6352380952334415,0.11608536962803906,
train_00274,0,0.0332099201207364,0.9985024094581604,0.7073260073208254,1.0,
train_00275,0,0.9942849963915644,0.7063054025173188,0.9245421245353516,0.10514350324759203,
train_00276,0,0.0327519745656913,0.9950343430042268,0.8959706959641321,1.0,
train_00277,0,0.0947045943415152,0.8567602217197419,0.5762637362595145,1.0,
train_00278,1,0.2061840573090922,0.6987297415733338,0.9340659340590912,1.0,
train_00279,1,0.2927470006546147,0.6745190560817718,0.5641025640984315,1.0,
train_00280,1,0.5724959840483925,0.6851944983005523,0.8886446886381785,1.0,
train_00281,0,0.7401758565333519,0.7064502477645873,0.5765567765525528,1.0,
train_00282,1,0.3472610781150747,0.6993147611618042,0.5772893772851481,1.0,
train_00283,0,0.0499789155026692,0.962036633491516,0.6107692307647563,1.0,
train_00284,1,0.0544129016935904,0.6428645551204681,0.8754578754514619,1.0,
train_00285,1,0.0933136455239117,0.7063783705234528,0.5897435897392693,1.0,
train_00286,1,0.7050682241120352,0.7152308523654938,0.5926739926696507,1.0,
train_00287,0,0.1472453017974297,0.7080210626125336,0.945787545780617,1.0,
train_00288,0,0.0242835509303229,0.9952075123786926,0.999999999992674,1.0,ood
train_00289,0,0.6658776538088486,0.7482070565223693,0.5875457875414832,1.0,
train_00290,1,0.4472405974975225,0.6966542422771453,0.5868131868088878,1.0,
train_00291,0,0.1057903107430287,0.678690356016159,0.8703296703232943,1.0,
train_00292,0,0.0131611870184702,0.6801614820957184,0.6689377289328283,1.0,
train_00293,0,0.5186531795477961,0.7098279535770415,0.6095970695926037,1.0,
train_00294,0,0.3620416907856023,0.6969878852367402,0.5838827838785065,1.0,
train_00295,0,0.6956300483274623,0.7186262965202331,0.583150183145911,1.0,
train_00296,1,0.0319257450783142,0.6950586438179016,0.8571428571365778,1.0,
train_00297,1,0.8400957354556748,0.7508399546146393,0.5816849816807202,1.0,
train_00298,1,0.6225291315349701,0.6618102252483368,0.9223443223375654,1.0,
train_00299,1,0.8652083382068307,0.7101355612277984,0.949450549443594,0.22131249561385236,
train_00300,0,0.0440436450167253,0.6928360164165497,0.580952380948125,1.0,
train_00301,0,0.0481829680826763,0.8418106496334076,0.6983150183099025,1.0,
train_00302,1,0.8234275660660848,0.6820846140384673,0.5945787545743988,1.0,
train_00303,0,0.0376719834299215,0.7074778616428374,0.5787545787503389,1.0,
train_00304,0,0.2684572648583496,0.6469121873378754,0.5633699633658361,1.0,
train_00305,0,0.0252204663886482,0.6831718564033509,0.7309157509103963,1.0,
train_00306,1,0.3415773402747019,0.7134571194648742,0.5619047619006454,1.0,
train_00307,0,0.1867578514719398,0.6952521681785584,0.9912087912015296,1.0,ood
train_00308,1,0.1158260291017635,0.6774526059627533,0.6339194139147699,1.0,
train_00309,1,0.7188957733295263,0.70475555062294,0.5604395604354547,1.0,
train_00310,1,0.6046240889866821,0.7070064067840576,0.7721611721555153,1.0,
train_00311,1,0.3091997173240782,0.6652827441692353,0.7904761904703995,1.0,
train_00312,1,0.5440747645644114,0.7114914357662201,0.5706959706917898,1.0,
train_00313,1,0.7779724371568376,0.9751677989959716,0.5699633699591945,1.0,
train_00314,0,0.9608098489839956,0.5932900369167328,0.5692307692265991,0.13527113591440398,
train_00315,0,0.2005829676212937,0.7285285890102386,0.5684981684940037,1.0,
train_00316,0,0.0191040238656347,0.6664579808712006,0.7267399267346026,1.0,
train_00317,1,0.1969968602209175,0.7335620880126953,0.5728937728895759,1.0,
train_00318,0,0.4908288540380279,0.9407422006130218,0.7113553113501,1.0,
train_00319,0,0.0088843527593953,0.6467415809631347,0.9142857142790164,1.0,
train_00320,0,0.020314325714883,0.6809719502925873,0.5655677655636222,1.0,
train_00321,0,0.1693081375739047,0.7362116992473602,0.5648351648310269,1.0,
train_00322,1,0.2963126912139915,0.6843540489673614,0.9392673992605182,1.0,
train_00323,0,0.0686055804124449,0.6188417613506316,0.7558241758186387,1.0,
train_00324,0,0.8841224158120593,0.6950586438179016,0.6217582417536868,0.20428982576914656,
train_00325,1,0.1506823465928877,0.6969991803169251,0.5619047619006454,1.0,
train_00326,0,0.2257661106666185,0.8364006578922272,0.56117216116805,1.0,
train_00327,1,0.0398060525935766,0.6687530994415283,0.5679120879079274,1.0,
train_00328,1,0.816651293255007,0.6631062030792236,0.766520146514531,1.0,
train_00329,0,0.234163243069275,0.8219399571418762,0.6512087912040204,1.0,
train_00330,0,0.2269278126291752,0.6999913692474364,0.5604395604354547,1.0,
train_00331,0,0.0027969954197853,0.6926856100559234,0.9421245421176402,1.0,
train_00332,0,0.1366601050575623,0.6823527991771698,0.6688644688595687,1.0,
train_00333,0,0.141045434687777,0.7356856465339661,0.5589743589702639,1.0,
train_00334,0,0.0475484174615639,0.7162363171577453,0.9509157509087846,1.0,
train_00335,0,0.6990594289007913,0.7003212451934815,0.9750915750844316,1.0,
train_00336,1,0.079530134184409,0.6768850266933442,0.5575091575050732,1.0,
train_00337,0,0.6170339890875555,0.7118100762367248,0.5567765567724778,1.0,
train_00338,0,0.5597646925519176,0.7179140269756317,0.5560439560398825,1.0,
train_00339,1,0.7122943329521649,0.6955687642097472,0.56117216116805,1.0,
train_00340,0,0.899298589856207,0.6175073564052582,0.7691575091518744,0.19063126912941364,
train_00341,1,0.0009497584011676,0.9634053468704225,0.9391941391872588,1.0,
train_00342,1,0.8279108041018824,0.6950562417507171,0.5538461538420965,1.0,
train_00343,1,0.9437370843216945,0.7163368344306946,0.7301831501778009,0.15063662411047496,
train_00344,0,0.015438779582151,0.6945907115936278,0.5523809523769057,1.0,
train_00345,1,0.5265270750428391,0.708206409215927,0.5516483516443104,1.0,
train_00346,0,0.0718055685008078,0.9752582490444184,0.550915750911715,1.0,
train_00347,1,0.0224201962963237,0.6979733169078827,0.5501831501791196,1.0,
train_00348,0,0.8794332786777505,0.9807470321655272,0.9289377289309236,0.20851004919002458,
train_00349,0,0.1415008103378252,0.6844128131866455,0.6872527472477125,1.0,
train_00350,0,0.1418731601207681,0.6669808089733124,0.65128205127728,1.0,
train_00351,0,0.5182233564648323,0.6289338529109955,0.9449084249015024,1.0,
train_00352,0,0.5917951653579437,0.7020838201045989,0.7120879120826954,1.0,
train_00353,1,0.1771034142590345,0.7252309083938598,0.9567765567695476,1.0,
